Epoch,Generator_Loss,Discriminator_Loss,Discriminator_Accuracy
1,0.8064083,1.0595864,0.722031
2,1.4427191,0.88924634,0.9242152
3,1.4366807,0.80369055,0.90664893
4,2.2672935,0.8550137,0.8762386
5,4.0884705,1.0519052,0.8095703
6,1.6511226,0.9123235,0.83614
7,1.461921,1.1018716,0.78967583
8,2.4688897,0.88396144,0.82785106
9,1.6026288,0.87323976,0.86299545
10,1.3317578,1.0074085,0.81269056
11,1.9797897,1.0359956,0.76312405
12,2.7150216,0.9808663,0.79867923
13,2.1879025,0.77616215,0.87144506
14,1.3970164,1.0258218,0.7790111
15,1.4312837,1.1059599,0.7536978
16,1.3546658,1.0361713,0.7890089
17,1.5384841,1.1076016,0.7571277
18,1.2379375,1.0352072,0.7965773
19,1.5435305,1.0859747,0.7361495
20,1.8743908,0.8800412,0.8368724
21,2.6724195,0.81888735,0.8559451
22,2.227823,0.7827096,0.8649783
23,1.1866511,1.0230246,0.81693023
24,2.355792,0.84209156,0.8571718
25,1.7584376,0.97980595,0.81563216
26,1.4233768,0.9481122,0.83450836
27,1.8402619,0.9248716,0.8461378
28,2.0911374,0.9378916,0.8274878
29,1.6079776,0.8344105,0.8758872
30,1.6514201,0.8435234,0.88209796
31,2.2620585,0.81070083,0.863442
32,1.9440349,0.9371188,0.8152034
33,1.4448706,0.9740056,0.8241592
34,1.463409,1.1062014,0.79352254
35,1.5664897,1.0458283,0.7788265
36,1.3585005,0.9895299,0.82008624
37,1.5888894,1.1269168,0.7707996
38,1.5062808,0.96690637,0.8324302
39,1.2697966,0.98234546,0.83174545
40,1.9010298,1.0542063,0.7879073
41,1.4680656,1.0453767,0.8203304
42,1.3887184,0.9349255,0.859238
43,1.5514299,0.97744113,0.82232517
44,1.412139,1.0403961,0.79089653
45,1.5816579,0.9340307,0.836658
46,1.3751404,0.9666676,0.84072506
47,1.5091931,0.9804721,0.80065024
48,1.3387789,1.0101281,0.8175853
49,1.4616928,1.0013796,0.80792683
50,1.2714251,1.1225888,0.76421374
51,1.4189714,1.0363054,0.79944146
52,1.4902582,1.0146719,0.81486994
53,1.2809091,1.0316089,0.8021746
54,1.2809892,1.0394717,0.7864901
55,1.2077419,1.0664338,0.7829173
56,1.2582619,1.14883,0.72133434
57,1.1803646,1.1367605,0.74721324
58,1.2734736,1.1200292,0.74442047
59,1.1100076,1.1301451,0.73625666
60,1.2349102,1.0912989,0.7775462
61,1.1445951,1.1283387,0.7585092
62,1.1861846,1.1524813,0.7289503
63,1.2314404,1.2130172,0.7420684
64,1.0199122,1.1956533,0.73099273
65,1.1470019,1.094365,0.77168685
66,1.0269694,1.1322957,0.7802973
67,1.0773938,1.2150375,0.7041135
68,1.1753919,1.2237788,0.6978194
69,1.0858192,1.2343023,0.7047625
70,1.0980268,1.1353139,0.7589201
71,1.0694687,1.171078,0.74275917
72,1.0688733,1.1969459,0.7211378
73,1.0822924,1.151321,0.76663727
74,1.0240693,1.2014246,0.73038536
75,1.1439284,1.1906806,0.7169576
76,1.0642818,1.1197953,0.77789754
77,1.0934732,1.2633277,0.68196815
78,1.1836029,1.1312773,0.7582591
79,1.0521963,1.1927842,0.706275
80,1.0433935,1.2023493,0.70781726
81,1.0421942,1.249012,0.6743819
82,1.0196415,1.1776745,0.72543705
83,1.0892979,1.2337769,0.6845346
84,1.031213,1.2514132,0.6818431
85,1.0816989,1.1354724,0.7739913
86,1.0661595,1.2033591,0.6928354
87,1.0288768,1.1474209,0.772848
88,1.309193,1.3247942,0.6657179
89,1.057752,1.2194791,0.73137385
90,1.0777661,1.1574755,0.7376441
91,1.192756,1.0537,0.7881693
92,1.0162334,1.2747865,0.67818695
93,1.079504,1.1646278,0.73590535
94,1.0439919,1.2727566,0.6681414
95,1.1261107,1.1634954,0.74202675
96,1.136271,1.2372845,0.6789908
97,1.0338863,1.1615249,0.740282
98,1.1613816,1.2239332,0.6787169
99,1.4018061,1.184531,0.7525069
100,1.2540557,1.031871,0.8207472
101,1.2656686,1.0899082,0.74664754
102,1.1877869,1.2046947,0.72687215
103,1.1446121,1.1632619,0.7441049
104,1.1674788,1.1918942,0.7344881
105,1.1373045,1.2008716,0.7495177
106,1.0372981,1.2001795,0.7249369
107,1.0746462,1.1945649,0.69878405
108,1.0493093,1.2723064,0.69805163
109,1.2329239,1.232342,0.7094191
110,1.0979532,1.117615,0.7684237
111,1.0740011,1.3148419,0.67255384
112,1.1360993,1.1200112,0.7958568
113,1.0641137,1.1328562,0.7606886
114,1.1029068,1.22816,0.68637455
115,0.9561792,1.2840661,0.65938216
116,1.1498226,1.1698772,0.73465484
117,1.0964853,1.1496756,0.73239803
118,1.0450978,1.2028472,0.72046494
119,1.0022138,1.2602348,0.6809916
120,1.1431264,1.1864431,0.7355421
121,1.2843729,1.3106487,0.7076029
122,1.0371505,1.256276,0.696033
123,1.0916834,1.2239054,0.7030238
124,1.0724335,1.2006121,0.71111614
125,1.089558,1.2097878,0.73758453
126,1.1187348,1.133856,0.76558334
127,1.158626,1.1644145,0.7398295
128,1.1015482,1.2659069,0.67896104
129,1.0825089,1.2698796,0.6933058
130,1.1018807,1.1429951,0.73976994
131,1.0865252,1.1630697,0.722162
132,0.9559352,1.2598069,0.67966366
133,1.0537517,1.2700846,0.67492974
134,1.1267691,1.1795688,0.7281881
135,1.0706528,1.2270515,0.6924543
136,1.065948,1.2063873,0.71577865
137,1.0411437,1.217799,0.70328575
138,1.1336132,1.2899125,0.66542614
139,1.1190593,1.19839,0.7319217
140,1.0219882,1.2437127,0.6846537
141,1.0196955,1.311592,0.68243855
142,1.073321,1.1793724,0.7389601
143,1.0537349,1.2489307,0.6629728
144,1.0294368,1.2214727,0.71077675
145,1.0060513,1.2749523,0.6834151
146,1.085262,1.2343323,0.712974
147,1.0537777,1.2777115,0.6990461
148,1.06611,1.2648864,0.68632096
149,1.0867208,1.173736,0.72391266
150,1.0864209,1.2632629,0.6785323
151,1.0352857,1.3058536,0.6870296
152,1.0408279,1.209153,0.7266756
153,1.0770895,1.2193849,0.7061381
154,1.0455964,1.2069371,0.7028868
155,1.0199558,1.23107,0.69437164
156,1.044183,1.1776723,0.7363043
157,1.0952351,1.2203311,0.699713
158,1.1378524,1.2719638,0.7073588
159,0.9980032,1.3066661,0.6644019
160,0.95557874,1.2589586,0.6896258
161,0.989559,1.2496339,0.67365545
162,1.0894339,1.2364141,0.67320883
163,1.0646877,1.1718367,0.72965294
164,1.0355371,1.1866885,0.72336483
165,1.0305586,1.274677,0.6795565
166,1.0612411,1.2357609,0.7137957
167,1.3327266,1.4162021,0.6791635
168,1.0870731,1.2003335,0.7165587
169,0.9948394,1.1825343,0.739889
170,1.055311,1.2103374,0.6942347
171,1.080626,1.1724777,0.7299745
172,1.0519754,1.2097954,0.7027975
173,1.0755436,1.2667402,0.6757574
174,1.198628,1.2632469,0.6816466
175,1.2377303,1.3354533,0.6841059
176,1.1547549,1.246241,0.71181285
177,1.019631,1.2448764,0.7098002
178,0.98479545,1.2154673,0.7135992
179,1.0335677,1.2312688,0.7051615
180,1.0177803,1.2266172,0.7020353
181,1.0467359,1.1365376,0.7718297
182,1.0253322,1.2786274,0.6664503
183,1.0370699,1.2236183,0.717047
184,1.0219569,1.2010636,0.71246785
185,1.0986646,1.1785997,0.7376322
186,1.1216828,1.2565308,0.6875834
187,1.0045146,1.2251947,0.69963557
188,1.0718092,1.2535931,0.6894293
189,1.2207971,1.2730559,0.6927222
190,1.1968873,1.3363086,0.6832186
191,1.0672452,1.1700683,0.72946835
192,0.9758077,1.2549967,0.682516
193,1.0088195,1.2550727,0.67934215
194,1.0648378,1.2084179,0.7237638
195,1.0623103,1.2555183,0.667016
196,0.9927066,1.2190206,0.7068228
197,1.0878084,1.1762531,0.7532572
198,1.0222332,1.1947278,0.73522055
199,1.0860598,1.1830169,0.72637194
200,1.1235534,1.214134,0.70537585
201,1.1340901,1.3058623,0.6735304
202,1.1978569,1.113436,0.78069025
203,1.0712091,1.2754031,0.67018986
204,1.0571419,1.2312043,0.70035607
205,1.0356683,1.197502,0.7179759
206,1.0994933,1.1527199,0.73627454
207,1.1200807,1.2528669,0.6991056
208,1.1593926,1.2247659,0.70499474
209,1.197053,1.1953797,0.69702744
210,1.0175939,1.2262957,0.70552474
211,1.1124817,1.2437661,0.696432
212,1.073968,1.2404042,0.6821646
213,1.0661314,1.1549131,0.75699073
214,1.0769095,1.1649659,0.74202675
215,1.1081516,1.2304624,0.6979266
216,1.0936165,1.2489386,0.6839689
217,1.0047078,1.2443913,0.6957293
218,1.2026098,1.202473,0.704828
219,1.0389593,1.2293026,0.726235
220,1.1016369,1.1385221,0.74002594
221,1.1340473,1.1574451,0.7403296
222,1.2797749,1.175448,0.7322194
223,1.093969,1.2089599,0.743307
224,1.3059404,1.1954732,0.7179521
225,1.1460174,1.2783943,0.6877025
226,1.0987557,1.1118958,0.7780047
227,1.1641309,1.3050276,0.6542909
228,1.3881199,1.0755461,0.79402274
229,1.0787266,1.2270762,0.7214594
230,1.054372,1.1398671,0.76631576
231,1.1082398,1.1286241,0.7521437
232,1.1103868,1.2532967,0.7061559
233,1.2693602,1.1186527,0.75171494
234,1.1573616,1.277388,0.7073111
235,1.1786453,1.1758851,0.7333925
236,1.0343883,1.1431177,0.75774103
237,1.3112655,1.1674885,0.7762957
238,1.2219088,1.2483149,0.69374645
239,1.4828556,1.3100833,0.7174757
240,1.2225676,1.2741829,0.69965345
241,1.0511596,1.2886442,0.67462605
242,1.1301433,1.1999054,0.7400736
243,1.1758863,1.125503,0.7458675
244,1.1333461,1.1299804,0.7752775
245,1.1261401,1.1782064,0.70972276
246,1.1225729,1.2042152,0.71936333
247,1.0879923,1.1944396,0.7397818
248,1.1053255,1.1816926,0.73801327
249,1.058439,1.2329255,0.70755523
250,1.3470742,1.2473752,0.71197957
251,1.1216292,1.2251586,0.7151713
252,1.0237769,1.2172008,0.7215785
253,1.0720506,1.1884801,0.73212415
254,1.1038604,1.1623886,0.73592323
255,1.1314241,1.1830455,0.7217631
256,1.115726,1.1047665,0.7828875
257,1.1824533,1.1851194,0.7381383
258,1.0524145,1.2193369,0.7148199
259,1.1518273,1.1966298,0.7267352
260,1.256185,1.0855447,0.77016246
261,1.1310471,1.3295213,0.6910132
262,1.2998325,1.1733713,0.7254549
263,1.0713236,1.2584187,0.688286
264,1.0680039,1.1979744,0.7319693
265,1.2338567,1.2045412,0.75049424
266,1.1357425,1.1671591,0.7432772
267,1.2781048,1.2555995,0.7008622
268,1.0883274,1.1771759,0.726628
269,1.1580274,1.1137127,0.77062094
270,1.1093802,1.1340461,0.7562762
271,1.1989366,1.1080649,0.7876215
272,1.1460507,1.2116044,0.7170053
273,1.2621435,1.2054667,0.7413062
274,1.2088629,1.1996648,0.7372035
275,1.115609,1.1644243,0.75315
276,1.1804492,1.1868058,0.72675306
277,1.3204678,1.0897505,0.7890506
278,1.3569508,1.1527686,0.7651427
279,1.075724,1.2190516,0.7054235
280,1.1337624,1.1175854,0.75575817
281,1.1230501,1.0702038,0.7903011
282,1.1862622,1.1619749,0.7340177
283,1.4817926,1.1621296,0.7740389
284,1.5362731,1.1555425,0.75141126
285,1.1865836,1.1455163,0.75124454
286,1.3904799,1.1012957,0.7496725
287,1.5253379,0.99603456,0.78657943
288,1.1942436,1.0610753,0.792409
289,1.1856916,1.0859818,0.7763136
290,1.6893432,1.128947,0.78887194
291,1.2386607,1.1721249,0.7269019
292,1.2971963,1.078111,0.77446765
293,1.2036431,1.1084617,0.74078816
294,1.1437515,1.0696408,0.80464584
295,1.2169074,1.0883341,0.76044446
296,1.1830841,1.058256,0.80263317
297,1.4308218,1.2531363,0.69354993
298,1.201897,1.205751,0.7331722
299,1.2164273,1.167209,0.7480826
300,1.2259493,1.071868,0.78711534
301,1.256609,1.1138104,0.7517924
302,1.1821771,1.0921751,0.777046
303,1.215906,1.1575371,0.7561095
304,1.2536867,1.132251,0.75293565
305,1.1417922,1.2157938,0.71413517
306,1.421068,1.3029523,0.7029225
307,1.215418,1.2109349,0.7140875
308,1.1952131,1.2257133,0.70519125
309,1.1750046,1.1966685,0.70448864
310,1.0988675,1.2276871,0.7167433
311,1.2983688,1.1323873,0.72431165
312,1.0378672,1.124146,0.7641185
313,1.2026579,1.0685685,0.78107136
314,1.1562705,1.1159519,0.75990856
315,1.3246899,1.1920841,0.7334044
316,1.2152345,1.2192264,0.7170172
317,1.130235,1.0898237,0.7808272
318,1.2153258,1.0953925,0.76903105
319,1.2035807,1.1303949,0.74406916
320,1.2911708,1.1817114,0.7467726
321,1.1504129,1.0924417,0.77756405
322,1.2692136,1.0708416,0.763922
323,1.244383,1.0842559,0.7719191
324,1.179278,1.1136401,0.76717323
325,1.3342801,1.1799506,0.7367628
326,1.1081363,1.1122704,0.75885457
327,1.2676997,1.2258135,0.7040182
328,1.2980516,1.1105361,0.7443133
329,1.104922,1.1516556,0.73316026
330,1.2458395,1.2217257,0.7245677
331,1.1141647,1.1241119,0.7556688
332,1.1847999,1.1294266,0.7479635
333,1.1643107,1.1844461,0.7113424
334,1.1904926,1.1124485,0.75713366
335,1.1533052,1.2095947,0.71584415
336,1.2294598,1.0802374,0.7719786
337,1.1759799,1.1179272,0.76546425
338,1.2010031,1.1498404,0.74164563
339,1.2695143,1.1119654,0.76506525
340,1.2464732,1.2067595,0.72175115
341,1.1773545,1.1578507,0.71800566
342,1.2063174,1.1052917,0.7563238
343,1.0816001,1.2539043,0.69878405
344,1.1977395,1.0985482,0.76302284
345,1.0921035,1.2032901,0.70539373
346,1.1835198,1.1466056,0.74268174
347,1.2242852,1.115696,0.749214
348,1.1914357,1.1995429,0.7006181
349,1.2739568,1.1464158,0.73803115
350,1.3074983,1.1238437,0.74085367
351,1.1781416,1.1207831,0.7405142
352,1.1806693,1.0839641,0.7736757
353,1.3087978,1.1063117,0.75362045
354,1.6020215,1.0951431,0.75255454
355,1.2633612,1.047357,0.7795291
356,1.3947377,1.0497293,0.78946143
357,1.5262932,1.0471772,0.7787371
358,1.3368293,1.0807176,0.7845191
359,1.3731005,0.99504274,0.81001693
360,1.5655535,1.0394971,0.798453
361,1.4074745,1.1488589,0.7664408
362,1.4497713,1.0392964,0.7770877
363,1.7011462,0.94364846,0.8341094
364,1.42963,0.9888267,0.830096
365,1.3458226,1.0317622,0.7842452
366,1.3360689,1.0948977,0.7594381
367,1.2500576,1.1108674,0.7651129
368,1.2675941,1.0852035,0.7510718
369,1.2701098,1.1672052,0.72658634
370,1.190256,1.0735976,0.7756407
371,1.1949315,1.0994604,0.7601527
372,1.2735612,1.1158534,0.75760406
373,1.2069427,1.1200727,0.74387264
374,1.1546898,1.108078,0.75293565
375,1.2482536,1.129895,0.75027984
376,1.227166,1.1429044,0.7443788
377,1.1572757,1.1336911,0.74774915
378,1.2692312,1.1615275,0.7108541
379,1.1335629,1.1390883,0.73731065
380,1.2681278,1.098076,0.7543826
381,1.1523128,1.1880943,0.7208639
382,1.1456999,1.1538999,0.7290575
383,1.1614604,1.1653881,0.7267828
384,1.1360844,1.1406534,0.74143124
385,1.1757296,1.151638,0.7399664
386,1.1555922,1.1827502,0.7155226
387,1.1702354,1.1615351,0.73451793
388,1.2163848,1.1152412,0.75453746
389,1.1555676,1.1932292,0.70313096
390,1.1804546,1.1752113,0.72412705
391,1.166303,1.1134468,0.7551329
392,1.1911173,1.1728513,0.73838246
393,1.2627085,1.2099398,0.7249845
394,1.0959315,1.1533275,0.7339701
395,1.1192464,1.1613226,0.724919
396,1.1004919,1.1778694,0.70519125
397,1.1197412,1.1529619,0.7306414
398,1.1612703,1.1484956,0.7350836
399,1.1170158,1.2438277,0.6799078
400,1.1192175,1.1770493,0.71321815
401,1.1797825,1.1551431,0.7298971
402,1.1321855,1.1378326,0.7419195
403,1.2314667,1.1644304,0.72511554
404,1.2521082,1.1850487,0.7253954
405,1.1346629,1.2285109,0.6880121
406,1.107771,1.1337239,0.739234
407,1.0921417,1.1520503,0.73163587
408,1.0961435,1.1484592,0.7347025
409,1.1258594,1.20082,0.7159513
410,1.10569,1.1464561,0.73597085
411,1.2147099,1.2452686,0.6760909
412,1.0990325,1.2321044,0.6849276
413,1.1170146,1.1690326,0.71288466
414,1.0647802,1.1850879,0.7091451
415,1.1083272,1.2059025,0.68590415
416,1.1325533,1.1569922,0.7289205
417,1.1054329,1.1893762,0.6965868
418,1.0870341,1.2457063,0.6748881
419,1.1105411,1.1924812,0.70033824
420,1.065407,1.1909422,0.70847225
421,1.1106611,1.191132,0.7166361
422,1.1306211,1.181632,0.7084246
423,1.1571219,1.1898167,0.7189703
424,1.0990379,1.1689551,0.71788657
425,1.1634214,1.2169536,0.6861959
426,1.1766044,1.1368271,0.7327017
427,1.0692946,1.1942259,0.70847225
428,1.1197165,1.1805432,0.70209485
429,1.0766454,1.2436469,0.6739889
430,1.0439115,1.1943009,0.69843274
431,1.0899509,1.1972928,0.6914122
432,1.0285927,1.2181778,0.682641
433,1.059732,1.2315395,0.6820753
434,1.0668695,1.2236422,0.6849871
435,1.1278265,1.1610174,0.72637194
436,1.1528234,1.2473439,0.69312716
437,1.0352443,1.241956,0.6715475
438,1.0493582,1.1942296,0.70087415
439,1.0807201,1.2186265,0.6867319
440,1.0234836,1.2686944,0.6669088
441,1.067693,1.2210753,0.67572767
442,1.0546831,1.241943,0.6687369
443,1.0865402,1.2137003,0.70369667
444,1.0894839,1.1664612,0.7220072
445,1.0962573,1.21609,0.69162655
446,1.070714,1.1942022,0.70179117
447,1.0783887,1.2287364,0.6924364
448,1.1422908,1.180447,0.7192026
449,1.1395755,1.2337512,0.6884706
450,1.0658841,1.1745226,0.71370643
451,1.0933435,1.171868,0.7162074
452,0.99525136,1.2503116,0.6705531
453,1.0513442,1.2278986,0.67419136
454,1.067654,1.1880549,0.6995463
455,1.0372684,1.2447152,0.67330414
456,1.0244151,1.1897839,0.71303356
457,1.0464238,1.2107692,0.6850229
458,1.0381241,1.2364141,0.66322887
459,1.0962255,1.2299279,0.6789194
460,1.0818801,1.1963809,0.69585437
461,1.0731928,1.2578583,0.6676412
462,1.0604362,1.2201275,0.6881967
463,1.0493128,1.2427123,0.6756026
464,1.0620303,1.2069234,0.7050841
465,1.0292605,1.268811,0.64930093
466,1.0829426,1.1657908,0.71646935
467,1.0247568,1.232771,0.6747213
468,1.0567769,1.18055,0.71318835
469,1.0855668,1.2121339,0.6868986
470,1.0084853,1.2374339,0.6799197
471,1.0595006,1.2209177,0.6808248
472,0.99728644,1.2188405,0.68303996
473,1.0304873,1.2270954,0.67432237
474,1.0782509,1.2204968,0.6815394
475,1.0508077,1.2309153,0.6794493
476,0.9926387,1.2455633,0.66422325
477,1.0915288,1.2674903,0.6577863
478,0.996975,1.2480441,0.67260146
479,1.0444248,1.2202827,0.68918514
480,1.1162074,1.2225163,0.6771151
481,1.0155176,1.230295,0.67763317
482,1.0188184,1.2460848,0.6684511
483,1.023129,1.2367239,0.667016
484,1.0128146,1.2299402,0.6853563
485,0.99762666,1.2813541,0.63508123
486,1.0026959,1.2551441,0.66086483
487,1.028832,1.2495522,0.66671234
488,1.027932,1.2148789,0.6848085
489,1.0399259,1.2245407,0.68524915
490,1.0727655,1.2422284,0.6693502
491,0.9986917,1.2547969,0.66756386
492,1.1054585,1.1870385,0.69411564
493,0.98258835,1.2818913,0.64342964
494,1.0136164,1.2484456,0.6614901
495,1.0256894,1.2240036,0.6910787
496,1.0035229,1.2459869,0.66308
497,1.085989,1.2401586,0.67708534
498,1.0910429,1.2232685,0.6912038
499,1.0146478,1.2395676,0.673453
500,1.0266379,1.2488824,0.6608351
501,0.98822737,1.2286077,0.68459415
502,1.0154216,1.2615309,0.6509146
503,1.0807141,1.2609131,0.6603349
504,0.96559334,1.2515448,0.6629728
505,1.0382206,1.2599593,0.6639315
506,1.0490421,1.2760768,0.65671444
507,1.0559525,1.2194483,0.68973297
508,1.0251491,1.2358451,0.66684926
509,1.0111161,1.2945535,0.6345155
510,0.97715354,1.2734709,0.6551722
511,1.0570836,1.2253776,0.6782167
512,1.0174512,1.2943654,0.6551424
513,1.0605844,1.2028984,0.6834687
